Name,Location,State(s),Counties,Type,Length,Uses
Obey River Canoe,"In Celina on SR 53, below Dale Hollow Dam.",Tennessee,,"['Water', 'Trail']",8.00 Miles / 12.87 Km,"['Boating, non-motorized: Canoeing', 'Boating, non-motorized: Kayaking']"
Occoquan Water Trail,"Bull Run and the Occoquan &amp; Potomac Rivers, Follows Occoquon River from Bull Run Reg. Park (south of I-66) downstream past Bull Run Marina and Fountainhead Regional Park to Occoquon Bay.",Virginia,"Fairfax, Prince William","['Greenway', 'Water', 'Trail']",40.00 Miles / 64.37 Km,"['Boating, Motorized', 'Camping', 'Fishing']"
Ohio River Water Trail,"From the Three Rivers Water Trail in Pittsburgh, Pa to East Liverpool, Ohio and Newell, WV","Pennsylvania, Ohio, West Virginia","Allegheny PA, Beaver PA, Columbiana OH, Hancock WV","['Water', 'Trail']",69.00 Miles / 111.04 Km,"['Boating, Motorized', 'Boating, non-motorized: Canoeing', 'Boating, non-motorized: Kayaking', 'Boating, non-motorized: Rafting', 'Boating, non-motorized: Sailing', 'Camping', 'Fishing', 'Heritage and History', 'Wildlife Observation']"
Okefenokee Wilderness Canoe,Okefenokee National Wildlife Refuge,Georgia,"Charlton, Ware, Clinch","['Backcountry', 'Water', 'Trail', 'National', 'Water', 'Trails', 'System']",120.00 Miles / 193.12 Km,"['Boating, Motorized', 'Boating, non-motorized: Canoeing', 'Boating, non-motorized: Kayaking', 'Camping', 'Fishing', 'Heritage and History', 'Wildlife Observation']"
Old Erie Canal State Park,Joins Syracuse to Rome. Many access points off SRs 5 and 46.,New York,,[],35.00 Miles / 56.33 Km,[]
Old Hickory,NE of Nashville on Cumberland River near Old Hickory Dam.,Tennessee,,[],1.70 Miles / 2.74 Km,[]
Old Post Road Mountain Bike Trail,"Near Russellville, Arkansas, in Old Post Road Park",Arkansas,Pope,"['Mountain', 'Bike', 'Trail', 'Nature', 'Trail']",8.71 Miles / 14.02 Km,"['Bicycling (off pavement)', 'Pedestrian - Walking/Hiking/Running', 'Wildlife Observation']"
Orange Heritage Trail,"Goshen to Monroe, Railtrail connects Harriman to Middletown, west of U.S. Highway 17.",New York,Orange,"['Rail', 'Trail']",11.50 Miles / 18.51 Km,"['Bicycling (on pavement)', 'Pedestrian - Walking/Hiking/Running', 'Roller/Inline Skating', 'Snow - Cross-country Skiing', 'Wildlife Observation']"
Organ Mountain,10 miles E of Las Cruces.,New Mexico,Doña Ana County,[],10.00 Miles / 16.09 Km,"['Camping', 'Pedestrian - Walking/Hiking/Running']"
Ottawa Wildlife Interpretive Trail,"Located 15 miles east of Toledo, or 15 miles west of Port Clinton, Ohio, on state route 2. At Ottawa NWR on Lake Erie N of SR 2, 15 mi. E of Toledo.",Ohio,,[],9.00 Miles / 14.48 Km,[]
Ouachita Trail,"Rural/Backcountry/Wilderness, Talimena State Park.","Arkansas, Oklahoma","Pulaksi, Perry, Le Flore","['Backcountry', 'Fitness', 'Trail', 'Nature', 'Trail']",223.00 Miles / 358.88 Km,"['Camping', 'Dogs - On leash', 'Pedestrian - Walking/Hiking/Running', 'Wildlife Observation']"
Oxley Nature Centre,Suburban,Oklahoma,,[],1.20 Miles / 1.93 Km,"['Camping', 'Pedestrian - Walking/Hiking/Running', 'Wildlife Observation']"
Pacific Northwest Trail - Glacier National Park Segment,Glacier National Park along the Belly River to Stoney Indian Pa,Montana,Glacier,['Backcountry'],64.50 Miles / 103.80 Km,"['Boating, non-motorized: Canoeing', 'Boating, non-motorized: Kayaking', 'Equestrian - Riding', 'Equestrian - Pack trips', 'Equestrian - Other stock', 'Fishing', 'Motorized vehicles - Four wheel drive', 'Snow - Cross-country Skiing', 'Snow - Snowshoeing', 'Swimming', 'Wildlife Observation']"
Pacific Northwest Trail - Olympic National Park Segment,"ONP boundary between Boulder Shelter and Home Lake via Trailhead on USFS 2870 and trails 840, 833.3 and 893 through Buckhorn Wilderness to ONP boundary on the Bogachiel River Trail via USFS trail 825 and trailhead on USFS 2932.",Washington,"Clallam, Jefferson",['Backcountry'],102.70 Miles / 165.28 Km,[]
Painted Desert Trail,40 mi. N of Yuma in the Imperial Nat. Wildlife Refuge.,Arizona,La Paz,['Backcountry'],1.30 Miles / 2.09 Km,"['Dogs - On leash', 'Pedestrian - Walking/Hiking/Running']"
Palisade Falls,"15 miles southeast of Bozeman, MT.",Montana,Gallatin,['Backcountry'],0.60 Miles / 0.97 Km,['Pedestrian - Walking/Hiking/Running']
Palisades Creek,"Caribou, Targee National Forest, In Targhee National Forest just east of U.S. Highway 26 between Palisades and Irwin.",Idaho,Bonneville,['Backcountry'],5.70 Miles / 9.17 Km,"['Bicycling (off pavement)', 'Camping', 'Dogs - On leash', 'Equestrian - Riding', 'Equestrian - Pack trips', 'Equestrian - Other stock', 'Fishing', 'Pedestrian - Walking/Hiking/Running']"
Palisades Shore,"Shoreline trail, W side of Hudson R, near Fort Lee.",New York,,[],12.00 Miles / 19.31 Km,"['Camping', 'Camping', 'Pedestrian - Walking/Hiking/Running']"
Parks Rest Area,"In Kaibab National Forest, at I-40 rest stop 10 mi. W of Flagstaff.",Arizona,,[],0.50 Miles / 0.80 Km,[]
Paseo del Bosque Bicycle,"West of downtown Albuquerque, north and south of I-40 bridge.",New Mexico,,[],5.00 Miles / 8.05 Km,[]
Paseo del Nordeste Bike,,New Mexico,,[],6.20 Miles / 9.98 Km,[]
Path of the Flood Trail,"Ehrenfeld Borough to City of Johnstown, Pennsylvania",Pennsylvania,Cambria,"['Backcountry', 'Fitness', 'Trail', 'Greenway', 'Mountain', 'Bike', 'Trail', 'Nature', 'Trail', 'Rail', 'Trail', 'Snow', 'Trail', 'Urban', 'Trail']",9.00 Miles / 14.48 Km,"['Bicycling (on pavement)', 'Bicycling (off pavement)', 'Dogs - Mushing', 'Dogs - On leash', 'Pedestrian - Walking/Hiking/Running', 'Snow - Cross-country Skiing', 'Snow - Snowshoeing', 'Wildlife Observation']"
Patriots' Path,10 Towns; see www.parks.morris.jn.us/parks/patpathmain.htm for great details. NJ Just S of Morristown at Morristown Nat. Hist. Park.,New Jersey,Morris,['Greenway'],75.00 Miles / 120.70 Km,"['Bicycling (on pavement)', 'Equestrian - Riding', 'Pedestrian - Walking/Hiking/Running']"
Penitencia Creek Trail,San Jose (Alum Rock Park)6 miles NE of downtown,California,Santa Clara,"['Greenway', 'Nature', 'Trail', 'Rail', 'Trail']",2.50 Miles / 4.02 Km,"['Bicycling (on pavement)', 'Bicycling (off pavement)', 'Equestrian - Riding', 'Pedestrian - Walking/Hiking/Running', 'Skateboarding', 'Wildlife Observation']"
Perry Lake Trail,"N of Lawrence, northeast KS, runs on east side of Perry Reservoir at Perry SP",Kansas,Jefferson,['Backcountry'],30.00 Miles / 48.28 Km,"['Boating, Motorized', 'Boating, Canoeing', 'Camping', 'Camping', 'Dogs - On leash', 'Fishing', 'Pedestrian - Walking/Hiking/Running', 'Snow - Cross-country Skiing', 'Wildlife Observation']"
Peter Skene Ogden,"Deschutes National Forest, In Des Chutes National Forest, off U.S. Highway 97 west of Paulina Lake, 21 mi. south of Bend.",Oregon,Deschutes,[],9.50 Miles / 15.29 Km,"['Bicycling (off pavement)', 'Dogs - On leash', 'Equestrian - Riding', 'Equestrian - Pack trips', 'Fishing', 'Pedestrian - Walking/Hiking/Running', 'Wildlife Observation', 'Wildlife Observation']"
Petersburg Lake,"Just west of Petersburg, follows Petersburg Creek upstream.",Alaska,,[],6.50 Miles / 10.46 Km,[]
Phenix City Riverwalk,"In Phenix City, AL on the western bank of the Chattaoochee River.",Alabama,Russell County,"['Urban', 'Trail']",1.21 Miles / 1.95 Km,"['Bicycling (on pavement)', 'Fishing', 'Heritage and History', 'Pedestrian - Walking/Hiking/Running', 'Roller/Inline Skating', 'Skateboarding', 'Wildlife Observation']"
Piedra Blanca,North of Ojai and south of Lockwood Valley in the Sespe Wilderness,California,Ventura,['Backcountry'],18.20 Miles / 29.29 Km,"['Camping', 'Dogs - On leash', 'Pedestrian - Walking/Hiking/Running', 'Wildlife Observation']"
Pigeon Creek Trail System,5 mi. N of Mountain Home on SR 201.,Arkansas,Baxter,['Backcountry'],12.00 Miles / 19.31 Km,"['Dogs - On leash', 'Fishing', 'Pedestrian - Walking/Hiking/Running']"
Pine Mountain,,Virginia,,[],1.00 Miles / 1.61 Km,[]
Pine Ridge Nature Trail,"Seney National Wildlife Refuge, Germfask, MI",Michigan,Schoolcraft,"['Nature', 'Trail']",1.40 Miles / 2.25 Km,"['Dogs - On leash', 'Pedestrian - Walking/Hiking/Running', 'Snow - Cross-country Skiing', 'Snow - Snowshoeing', 'Wildlife Observation']"
Pinecrest Lake NRT,"Pinecrest, CA., In Stanislaus National Forest, at Pinecrest Lake 31 mi. E of Sonora on SR 108.<br/>",California,Tuolumne,"['Urban', 'Trail']",4.00 Miles / 6.44 Km,"['Camping', 'Camping', 'Dogs - Mushing', 'Dogs - On leash', 'Fishing', 'Pedestrian - Walking/Hiking/Running', 'Snow - Cross-country Skiing', 'Snow - Snowshoeing', 'Swimming', 'Swimming - Diving/snorkeling']"
Piney River,Northeast of Spring City on Shut-In Gap Road.,Tennessee,,[],10.00 Miles / 16.09 Km,[]
Pinnell Mountain,50 miles NE of Fairbanks on north side of AL 6.,Alaska,Fairbanks,['Backcountry'],27.30 Miles / 43.94 Km,"['Camping', 'Dogs - On leash']"
Pioneer Nature Trail,"Council Grove Lake near Council Grove, Kansas, At Council Grove Lake 1 miles northwest of Council Grove.<br/>",Kansas,Morris,"['Nature', 'Trail']",1.25 Miles / 2.01 Km,"['Dogs - On leash', 'Pedestrian - Walking/Hiking/Running']"
Pittsburgh to Harrisburg Main Line Canal Greenway,Pittsburgh to Harrisburg,Pennsylvania,"Allegheny, Armstrong, Westmoreland","['Backcountry', 'Greenway']",49.35 Miles / 79.42 Km,"['Bicycling (on pavement)', 'Bicycling (off pavement)', 'Boating, non-motorized: Canoeing', 'Boating, non-motorized: Kayaking', 'Camping', 'Dogs - On leash', 'Equestrian - Riding', 'Fishing', 'Pedestrian - Walking/Hiking/Running', 'Roller/Inline Skating', 'Skateboarding', 'Snow - Cross-country Skiing', 'Wildlife Observation']"
Pleasant Run Trail,"Indianapolis, IN.",Indiana,Marion,[],6.90 Miles / 11.10 Km,[]
Pomme de Terre Multipurpose Trail,"In Bolivar Landing on Pomme de Terre Lake near Bolivar, MO.<br/>",Missouri,Polk,"['Backcountry', 'Equestrian', 'Trail', 'Mountain', 'Bike', 'Trail', 'Nature', 'Trail']",20.00 Miles / 32.19 Km,"['Bicycling (off pavement)', 'Equestrian - Riding', 'Pedestrian - Walking/Hiking/Running', 'Wildlife Observation']"
Pope-Baldwin Bicycle,Along SR 28 on N and W shorelines of Lake Tahoe.,California,El Dorado,[],3.30 Miles / 5.31 Km,[]
Post Oak Nature Trail,At Elk City State Park northeast of Independence.,Kansas,Montgomery,"['Nature', 'Trail']",0.70 Miles / 1.13 Km,"['Boating, non-motorized: Canoeing', 'Pedestrian - Walking/Hiking/Running']"
Potomac River Water Trail,"Potomac River Basin, All of navigable Potomac River from Westernport, WV, downstream to Chesapeake Bay.<br/>","Maryland, Virginia, District of Columbia, West Virginia",Multiple,"['Greenway', 'Water', 'Trail']",300.00 Miles / 482.80 Km,"['Camping', 'Dogs - On leash', 'Fishing', 'Swimming']"
Prairie Creek Greenway,"South Trailhead: 12315 Hwy N, Platte City, MO 64079<br/>
North Trailhead: 13300 Sycamore Drive, Platte City, MO 64079",Missouri,Platte,"['Fitness', 'Trail', 'Greenway']",4.00 Miles / 6.44 Km,"['Bicycling (on pavement)', 'Dogs - On leash', 'Pedestrian - Walking/Hiking/Running', 'Roller/Inline Skating', 'Skateboarding', 'Wildlife Observation']"
Prairie-Marsh Boardwalk,"In Benton Lake NWR, north of Great Falls.",Montana,Cascade,"['Nature', 'Trail']",0.20 Miles / 0.32 Km,['Pedestrian - Walking/Hiking/Running']
Presque Isle State Park Multi-purpose,Urban/Suburban,Pennsylvania,,[],9.60 Miles / 15.45 Km,"['Bicycling (on pavement)', 'Bicycling (off pavement)', 'Camping', 'Dogs - On leash', 'Fishing', 'Pedestrian - Walking/Hiking/Running', 'Roller/Inline Skating', 'Snow - Cross-country Skiing', 'Snow - Snowshoeing', 'Wildlife Observation']"
Pulpit Mountain Trail,"7 miles east of Troy, MT.",Montana,Lincoln,['Backcountry'],5.00 Miles / 8.05 Km,"['Camping', 'Equestrian - Riding', 'Equestrian - Pack trips', 'Equestrian - Other stock', 'Pedestrian - Walking/Hiking/Running', 'Wildlife Observation']"
Quinault Loop,"T23N, R9W, Sec. 20, In Olympic National Forest, east of Lake Quinault, just off U.S. Highway 101.",Washington,"Grays, Harbor",[],3.90 Miles / 6.28 Km,"['Boating, Motorized', 'Boating, Canoeing', 'Boating, Kayaking', 'Boating, Sailing', 'Camping', 'Pedestrian - Walking/Hiking/Running', 'Wildlife Observation']"
Quincy Presidential Trail,"Urban, Connects 14 historic sites in downtown Quincy.",Massachusetts,,[],1.50 Miles / 2.41 Km,[]
Raccoon River Valley Trail,"Central Iowa -- west of Des Moines, west of Des Moines, north side of Raccoon River, joining Adel, Panora, and Jefferson.",Iowa,"Polk, Dallas, Guthrie, Greene","['Rail', 'Trail']",56.00 Miles / 90.12 Km,"['Bicycling (on pavement)', 'Dogs - On leash', 'Pedestrian - Walking/Hiking/Running', 'Roller/Inline Skating']"
Ralph L. Thayer Memorial,Flathead National Forest,Montana,Flathead,['Backcountry'],17.00 Miles / 27.36 Km,"['Bicycling (on pavement)', 'Bicycling (off pavement)', 'Camping', 'Dogs - On leash', 'Equestrian - Riding', 'Equestrian - Pack trips', 'Snow - Cross-country Skiing', 'Snow - Snowshoeing', 'Wildlife Observation']"
Rancheria Falls,In Sierra NF 1 mi. E of Huntington Lake and Lakeshore on SR 168.,California,Fresno,[],1.00 Miles / 1.61 Km,[]
Rapid River Cross-Country,"Rapid River, Central Upper Peninsula of Michigan.",Michigan,Delta,"['Snow', 'Trail']",26.00 Miles / 41.84 Km,"['Bicycling (off pavement)', 'Camping', 'Camping', 'Pedestrian - Walking/Hiking/Running', 'Snow - Cross-country Skiing', 'Snow - Snowshoeing', 'Wildlife Observation', 'Wildlife Observation']"
Red Canyon Trail,The Red Canyon Bicycle Trail (Forest Service Trail 33016) is an 8.6 mile non-motorized trail that parallels the route of Utah Scenic Byway 12 through Red Canyon on the Dixie National Forest.,Utah,Garfield,"['Urban', 'Trail']",8.60 Miles / 13.84 Km,"['Bicycling (on pavement)', 'Dogs - On leash', 'Pedestrian - Walking/Hiking/Running', 'Wildlife Observation']"
Red River,Along Clyde Fant Parkway in downtown Shreveport.,Louisiana,,[],5.30 Miles / 8.53 Km,[]
Red Stick Trail,At Dr. JT Morton Park on NW edge of Oklahoma City.,Oklahoma,,[],1.50 Miles / 2.41 Km,[]
Rend Lake Bike Trail,"Southern Illinois, south of Mount Vernon at Rend Lake and Wayne Fitzgerald State Park.<br/>",Illinois,"Franklin, Jefferson","['Fitness', 'Trail', 'Greenway', 'Nature', 'Trail']",20.00 Miles / 32.19 Km,"['Bicycling (on pavement)', 'Dogs - On leash', 'Equestrian - Riding', 'Fishing', 'Pedestrian - Walking/Hiking/Running', 'Roller/Inline Skating', 'Skateboarding', 'Wildlife Observation']"
Rice Creek,"At Rice Creek Wildlife Sanctuary, 6 mi. W of Palatka.",Florida,,[],3.00 Miles / 4.83 Km,[]
Richard Martin Trail,"Piney Chapel to Veto, Alabama, Rail trail from Veto southwest of Veto Road through Elkmont to Piney Chapel Road.",Alabama,Limestone,"['Rail', 'Trail', 'Urban', 'Trail']",10.20 Miles / 16.42 Km,"['Bicycling (on pavement)', 'Dogs - On leash', 'Equestrian - Riding', 'Pedestrian - Walking/Hiking/Running', 'Wildlife Observation']"
Ridgeline Trail,"In the south hills of Eugene, Oregon",Oregon,Lane,[],14.00 Miles / 22.53 Km,"['Dogs - On leash', 'Pedestrian - Walking/Hiking/Running']"
Rim Trail,At Slide Group Area on Sunset Rd off US 82 21 mi. E of Alamogordo.,New Mexico,,[],13.00 Miles / 20.92 Km,"['Camping', 'Dogs - On leash', 'Pedestrian - Walking/Hiking/Running']"
Rio Grande,In Rio Grande Wild River rec. Area 34 mi. N of Taos.,New Mexico,Taos County,[],12.00 Miles / 19.31 Km,[]
Ritter Farm Park,"Near Lakeville S of Twin Cities, W of I-35. (recertified 1991)",Minnesota,,[],15.00 Miles / 24.14 Km,[]
River,"At Grand Canyon NP along Colorado R., joins Bright Angel Trail to Kaibab Trails.",Arizona,,[],1.70 Miles / 2.74 Km,[]
River Bluff,At Norris Dam on US 441 N of Bethel.,Tennessee,,[],3.10 Miles / 4.99 Km,[]
River Mountains Loop Trail,"The Trail encircles the mountains that separate the Las Vegas Valley and Lake Mead National Recreation Area. Connects Lake Mead NRA to east side of Henderson, circling the River Mountains.<br/>",Nevada,Clark,['Backcountry'],34.50 Miles / 55.52 Km,"['Bicycling (on pavement)', 'Camping', 'Pedestrian - Walking/Hiking/Running', 'Roller/Inline Skating']"
Riverside,In Tulsa on both sides of the Arkansas River between 11th and 64th Streets.,Oklahoma,,[],6.00 Miles / 9.66 Km,[]
Riverside Park Nature,"At LeFleur's Bluff State Park, northeast of downtown Jackson.",Mississippi,,[],2.00 Miles / 3.22 Km,[]
Roan Mountain Gardens Trail,"Appalachian Road (08),  In Pisgah National Forest N of Spruce Pine at Roan Gardens.",North Carolina,Mitchell,['Backcountry'],1.50 Miles / 2.41 Km,"['Camping', 'Dogs - On leash', 'Pedestrian - Walking/Hiking/Running', 'Wildlife Observation']"
Robert Frost Interpretive Trail,"Green Mountain National Forest; Star Route 125, Robert Frost Memorial Highway. 2 mi. east of Ripton.",Vermont,Addison,[],1.20 Miles / 1.93 Km,"['Dogs - On leash', 'Fishing', 'Pedestrian - Walking/Hiking/Running']"
Robert O. Cook Memorial Arboretum,,Wisconsin,,[],4.80 Miles / 7.72 Km,[]
Roby Recreation,Suburban,Illinois,Champaign,"['Greenway', 'Urban', 'Trail']",1.43 Miles / 2.30 Km,"['Bicycling (on pavement)', 'Dogs - On leash', 'Pedestrian - Walking/Hiking/Running', 'Roller/Inline Skating']"
Rock Creek - Deep Creek,"Medicine Bow National Forest, Arlington.",Wyoming,,[],14.00 Miles / 22.53 Km,"['Bicycling (off pavement)', 'Camping', 'Camping', 'Dogs - On leash', 'Equestrian - Riding', 'Fishing', 'Pedestrian - Walking/Hiking/Running', 'Snow - Cross-country Skiing', 'Snow - Snowshoeing']"
Rock Island State Trail,"NW of Peoria, IL",Illinois,"Peoria, Stark","['Greenway', 'Rail', 'Trail']",27.00 Miles / 43.45 Km,[]
Rocky Knob Park Trail System,"Boone, NC",North Carolina,Watauga,"['Mountain', 'Bike', 'Trail']",9.00 Miles / 14.48 Km,"['Bicycling (off pavement)', 'Dogs - On leash', 'Pedestrian - Walking/Hiking/Running', 'Rock Climbing', 'Snow - Cross-country Skiing', 'Wildlife Observation']"
Rocky Mountain Arsenal NWR Wetlands Loop Trail,"Section 7, R66W, T3S of Rocky Mountain Arsenal NWR",Colorado,Adams,[],1.80 Miles / 2.90 Km,[]
Rocky River Bicycle Trail,"""W of Cleveland, follows Rocky River from SR 10 N to Detroit 	Rd.""",Ohio,,[],5.00 Miles / 8.05 Km,"['Dogs - On leash', 'Camping', 'Pedestrian - Walking/Hiking/Running', 'Roller/Inline Skating', 'Fishing', 'Wildlife Observation']"
Rogue River Trail,"Siskiyou National Forest, Gold Beach Ranger District",Oregon,Curry,['Backcountry'],40.00 Miles / 64.37 Km,['Pedestrian - Walking/Hiking/Running']
Round Mountain,"Trail is located 13 miles west of Loveland, CO on US Highway 34 across from Viestenz-Smith Mountain Park.",Colorado,Larimer,['Backcountry'],4.40 Miles / 7.08 Km,"['Dogs - On leash', 'Pedestrian - Walking/Hiking/Running']"
Row River,"Trail begins within downtown Cottage Grove, OR and extends east @ 17 miles.  The BLM manages the vast majority of the trail beginning at Mosby Creek Trailhead (MP 3). This rail trail winds through rural and forested lands, and parallels the north shore of",Oregon,Lane,"['Equestrian', 'Trail', 'Fitness', 'Trail', 'Mountain', 'Bike', 'Trail', 'Nature', 'Trail', 'Rail', 'Trail', 'Urban', 'Trail']",15.50 Miles / 24.94 Km,"['Bicycling (on pavement)', 'Boating, Motorized', 'Boating, non-motorized: Canoeing', 'Boating, non-motorized: Kayaking', 'Boating, non-motorized: Rafting', 'Boating, non-motorized: Sailing', 'Dogs - On leash', 'Equestrian - Riding', 'Heritage and History', 'Pedestrian - Walking/Hiking/Running', 'Roller/Inline Skating', 'Skateboarding', 'Swimming', 'Wildlife Observation']"
